1;9;96;park
2;16;92;null
3;0;61;mall
4;16;72;park
5;36;54;cinema
6;14;14;gas
7;37;50;null
8;68;85;park
9;68;78;null
10;59;52;gas
11;59;41;park
12;50;10;null
13;44;7;food
14;73;33;null
15;71;10;park
16;70;0;null
17;92;41;food
18;92;72;null
19;111;78;uni
20;107;61;park
21;100;52;null
22;96;23;park
23;98;7;mall
24;105;10;cinema
25;120;12;uni
26;141;76;gas
27;13;13
28;27;47
29;104;113
30;171;149
31;105;101
32;84;81
33;53;50
34;137;152
35;97;41
36;60;23
37;94;3
38;198;94
39;199;67
40;132;157
41;115;54
42;177;172
43;77;199
44;169;42
45;14;68
46;194;36
47;80;43
48;39;4
49;78;176
50;79;184
51;193;56
52;4;157
53;199;155
54;137;46
55;137;102
56;125;143
57;161;193
58;146;148
59;80;175
60;27;195
61;68;65
62;82;193
63;95;46
64;54;173
65;43;23
66;33;74
67;108;106
68;86;57
69;179;44
70;111;198
71;158;43
72;185;141
73;189;92
74;22;91
75;86;0
76;159;174
77;15;127
78;156;53
79;149;142
80;190;185
81;99;35
82;25;129
83;77;54
84;31;7
85;164;53
86;95;101
87;45;91
88;92;122
89;3;94
90;165;134
91;85;69
92;78;81
93;113;15
94;27;51
95;181;51
96;196;181
97;174;82
98;35;85
99;149;57
100;79;134
101;82;96
102;161;23
103;183;190
104;186;4
105;176;45
106;127;49
107;67;2
108;54;182
109;115;188
110;188;132
111;34;72
112;138;72
113;63;84
114;163;89
115;131;162
116;36;138
117;128;39
118;80;94
119;0;100
120;95;170
121;118;39
122;176;52
123;191;170
124;186;158
125;159;192
126;195;44
127;137;164
128;162;80
129;86;61
130;18;180
131;183;11
132;5;195
133;38;185
134;185;26
135;28;200
136;179;124
137;164;163
138;159;188
139;178;116
140;79;78
141;21;56
142;86;139
143;180;56
144;13;7
145;187;53
146;112;93
147;125;158
148;157;185
149;158;140
150;45;180
151;134;59
152;13;171
153;67;34
154;121;157
155;38;129
156;122;39
157;132;200
158;0;12
159;1;146
160;89;64
161;119;192
162;193;199
163;87;77
164;26;105
165;190;6
166;98;96
167;149;113
168;53;75
169;138;108
170;40;104
171;3;152
172;63;63
173;105;70
174;109;94
175;96;14
176;122;181
177;112;173
178;186;174
179;129;95
180;192;130
181;50;71
182;97;190
183;172;31
184;133;32
185;170;136
186;4;196
187;56;45
188;129;52
189;71;69
190;13;95
191;48;162
192;112;30
193;52;11
194;200;137
195;191;185
196;20;76
197;58;116
198;113;192
199;139;157
200;138;171
201;173;139
202;142;20
203;98;73
204;120;94
205;113;168
206;120;24
207;7;121
208;37;177
209;74;151
210;108;72
211;186;6
212;148;139
213;115;88
214;120;11
215;21;88
216;156;35
217;122;102
218;25;59
219;111;148
220;181;103
221;9;80
222;166;161
223;17;38
224;99;124
225;157;179
226;56;102
227;5;52
228;166;7
229;74;96
230;68;12
231;177;140
232;19;86
233;44;16
234;160;181
235;186;7
236;146;137
237;175;102
238;13;77
239;120;17
240;110;105
241;22;76
242;37;151
243;18;60
244;133;44
245;45;71
246;185;137
247;2;107
248;2;89
249;174;148
250;63;73
251;140;196
