1;9;96;park
2;16;92;null
3;0;61;mall
4;16;72;park
5;36;54;cinema
6;14;14;gas
7;37;50;null
8;68;85;park
9;68;78;null
10;59;52;gas
11;59;41;park
12;50;10;null
13;44;7;food
14;73;33;null
15;71;10;park
16;70;0;null
17;92;41;food
18;92;72;null
19;111;78;uni
20;107;61;park
21;100;52;null
22;96;23;park
23;98;7;mall
24;105;10;cinema
25;120;12;uni
26;141;76;gas
27;113;5
28;129;61
29;100;126
30;42;75
31;163;62
32;128;101
33;24;132
34;172;131
35;125;20
36;53;69
37;42;114
38;43;89
39;101;161
40;86;173
41;75;56
42;178;164
43;17;48
44;110;159
45;61;167
46;11;87
47;108;0
48;109;124
49;73;6
50;54;142
51;108;164
52;101;11
53;51;19
54;45;138
55;3;187
56;19;180
57;88;28
58;156;41
59;116;31
60;113;181
61;169;177
62;114;64
63;80;169
64;167;67
65;159;110
66;152;197
67;133;171
68;44;199
69;192;182
70;97;191
71;43;42
72;37;36
73;2;170
74;5;46
75;8;114
76;160;113
77;13;110
78;200;168
79;1;27
80;178;129
81;77;101
82;47;122
83;4;143
84;146;24
85;130;129
86;91;60
87;30;131
88;55;15
89;25;72
90;167;157
91;46;184
92;85;24
93;61;8
94;1;29
95;153;44
96;153;59
97;65;46
98;121;117
99;85;87
100;173;125
101;31;107
102;35;164
103;169;131
104;124;35
105;136;186
106;128;1
107;89;167
108;176;58
109;92;82
110;81;118
111;125;84
112;84;94
113;92;136
114;107;97
115;106;182
116;37;146
117;121;194
118;143;191
119;99;4
120;0;142
121;153;14
122;78;26
123;9;42
124;189;80
125;100;137
126;132;164
127;102;133
128;69;184
129;148;43
130;117;133
131;160;103
132;135;60
133;193;100
134;117;57
135;155;71
136;159;188
137;65;80
138;165;68
139;148;170
140;147;82
141;195;198
142;102;138
143;141;194
144;161;7
145;22;110
146;90;125
147;13;90
148;43;185
149;31;113
150;171;32
151;64;181
152;35;70
153;35;18
154;160;101
155;8;191
156;13;178
157;64;6
158;130;4
159;4;111
160;39;113
161;134;8
162;134;131
163;32;34
164;12;137
165;121;62
166;34;108
167;26;60
168;147;49
169;124;143
170;10;8
171;121;68
172;137;149
173;95;188
174;162;200
175;83;13
176;8;81
177;19;20
178;69;181
179;163;84
180;176;7
181;66;162
182;133;178
183;102;168
184;145;66
185;47;184
186;178;177
187;12;197
188;105;128
189;181;39
190;64;178
191;52;196
192;83;82
193;37;104
194;39;183
195;87;116
196;158;175
197;119;30
198;57;25
199;157;191
200;142;160
