1;9;96;park
2;16;92;null
3;0;61;mall
4;16;72;park
5;36;54;cinema
6;14;14;gas
7;37;50;null
8;68;85;park
9;68;78;null
10;59;52;gas
11;59;41;park
12;50;10;null
13;44;7;food
14;73;33;null
15;71;10;park
16;70;0;null
17;92;41;food
18;92;72;null
19;111;78;uni
20;107;61;park
21;100;52;null
22;96;23;park
23;98;7;mall
24;105;10;cinema
25;120;12;uni
26;141;76;gas
27;99;14
28;108;158
29;19;99
30;136;8
31;64;173
32;32;38
33;74;94
34;49;146
35;173;96
36;121;56
37;81;124
38;45;198
39;27;3
40;77;190
41;90;63
42;133;152
43;197;3
44;15;95
45;165;40
46;1;13
47;11;86
48;71;26
49;75;155
50;5;3
51;176;152
52;155;124
53;96;123
54;30;175
55;160;180
56;190;25
57;89;160
58;151;17
59;172;196
60;150;60
61;4;87
62;51;157
63;11;33
64;16;11
65;178;184
66;139;130
67;14;99
68;182;20
69;112;120
70;38;179
71;93;62
72;12;188
73;66;29
74;27;105
75;194;31
76;176;185
77;62;116
78;111;37
79;4;122
80;144;55
81;173;99
82;104;87
83;184;99
84;20;133
85;45;114
86;107;9
87;72;137
88;24;131
89;5;108
90;185;35
91;186;45
92;34;50
93;193;127
94;194;92
95;4;9
96;33;116
97;64;102
98;174;75
99;92;170
100;117;135
101;194;178
102;101;4
103;10;81
104;162;56
105;114;7
106;107;68
107;149;84
108;8;193
109;194;62
110;94;25
111;119;142
112;177;178
113;148;142
114;184;123
115;20;16
116;199;2
117;28;102
118;3;156
119;58;108
120;144;5
121;57;105
122;70;146
123;193;3
124;40;47
125;124;176
126;109;150
127;81;122
128;88;176
129;32;50
130;120;73
131;143;76
132;66;134
133;28;72
134;122;42
135;92;59
136;21;59
137;134;88
138;25;51
139;73;110
140;83;6
141;127;175
142;170;5
143;184;18
144;167;112
145;43;108
146;78;155
147;93;167
148;65;69
149;21;174
150;68;185
151;167;74
152;57;183
153;150;169
154;197;145
155;88;54
156;28;121
157;40;118
158;186;40
159;111;24
160;177;172
161;75;200
162;35;18
163;27;154
164;21;25
165;121;181
166;107;75
167;101;111
168;160;32
169;20;118
170;133;120
171;151;92
172;110;126
173;44;134
174;22;82
175;41;94
176;123;46
177;103;10
178;10;163
179;60;193
180;76;138
181;55;33
182;80;65
183;167;79
184;164;66
185;195;29
186;7;158
187;132;35
188;186;174
189;17;17
190;0;12
191;30;147
192;70;51
193;153;93
194;191;2
195;21;170
196;153;20
197;75;122
198;103;189
199;191;57
200;19;167
201;175;183
202;33;102
203;10;25
204;121;196
205;151;54
206;163;194
207;66;124
208;194;125
209;172;179
210;92;87
211;133;79
212;117;150
213;58;20
214;99;82
215;178;142
216;196;93
217;161;171
218;133;192
219;2;82
220;148;90
221;169;121
222;107;87
223;116;33
224;77;142
225;45;131
226;35;77
227;182;65
228;176;110
229;138;116
230;75;25
231;172;60
232;166;128
233;22;28
234;195;152
235;19;192
236;37;42
237;10;132
238;5;150
239;9;159
240;79;112
241;132;49
242;5;78
243;19;79
244;32;174
245;1;174
246;99;106
247;33;36
248;99;199
249;173;102
250;134;151
251;11;105
252;78;72
253;59;13
254;172;93
255;7;44
256;11;18
257;160;131
258;134;46
259;11;26
260;131;143
261;6;41
262;18;48
263;154;57
264;23;14
265;165;79
266;116;120
267;8;95
268;10;55
269;157;88
270;60;24
271;187;66
272;109;192
273;153;2
274;7;176
275;179;50
276;57;36
277;131;9
278;13;79
279;196;31
280;190;132
281;104;144
282;2;47
283;131;91
284;175;73
285;20;85
286;164;151
287;200;24
288;32;188
289;30;47
290;96;186
291;58;14
292;154;168
293;41;161
294;152;193
295;96;144
296;145;129
297;17;200
298;122;120
299;187;80
300;1;164
301;71;5
302;2;181
303;46;180
304;130;71
305;186;166
306;1;136
307;120;71
308;138;132
309;189;131
310;144;113
311;70;133
312;123;23
313;166;161
314;50;120
315;49;17
316;81;196
317;174;86
318;98;98
319;100;80
320;123;162
321;150;87
322;173;198
323;37;69
324;6;52
325;184;146
326;176;137
327;42;116
