1;1;8
2;2;1
3;3;1
4;2;9
5;2;4
6;4;3
7;3;5
8;6;3
9;4;10
10;7;5
11;5;10
12;6;13
13;12;7
14;7;11
15;9;8
16;8;19
17;10;9
18;9;18
19;11;10
20;11;17
21;11;14
22;12;15
23;16;12
24;13;12
25;13;16
26;14;17
27;14;22
28;15;14
29;16;15
30;15;23
31;17;18
32;17;21
33;18;20
34;20;19
35;19;26
36;26;20
37;21;20
38;22;21
39;23;22
40;22;24
41;23;24
42;24;25
43;25;26
44;163;451
45;218;17
46;553;182
47;898;832
48;685;639
49;864;963
50;183;962
51;193;1000
52;507;981
53;996;967
54;934;23
55;720;549
56;234;311
57;99;644
58;294;834
59;660;132
60;674;282
61;75;29
62;168;195
63;275;337
64;278;986
65;420;752
66;659;51
67;98;418
68;533;227
69;746;798
70;499;967
71;660;929
72;388;169
73;151;583
74;39;639
75;580;952
76;621;686
77;445;813
78;312;598
79;711;535
80;811;672
81;434;637
82;630;772
83;330;188
84;801;439
85;400;187
86;193;3
87;585;202
88;423;85
89;269;911
90;189;767
91;936;779
92;188;124
93;976;619
94;885;903
95;535;676
96;13;609
97;190;802
98;822;743
99;140;11
100;593;159
101;640;926
102;618;111
103;885;156
104;591;589
105;255;261
106;36;532
107;318;40
108;473;844
109;265;80
110;951;10
111;783;544
112;77;296
113;200;635
114;556;211
115;169;378
116;921;358
117;659;721
118;177;212
119;653;457
120;766;305
121;719;936
122;92;1000
123;544;627
124;277;989
125;642;636
126;78;481
127;373;397
128;420;507
129;466;960
130;589;854
131;716;482
132;71;716
133;147;593
134;912;849
135;416;886
136;409;9
137;55;639
138;631;320
139;282;935
140;251;693
141;618;57
142;879;398
143;871;629
144;185;423
145;111;592
146;479;865
147;680;553
148;818;34
149;750;56
150;546;47
151;714;65
152;288;846
153;566;813
154;652;217
155;552;506
156;878;732
157;837;541
158;76;824
159;971;762
160;833;517
161;617;607
162;452;339
163;651;842
164;156;602
165;176;438
166;308;552
167;875;541
168;221;408
169;948;577
170;563;393
171;822;770
172;294;44
173;826;794
174;41;461
175;239;320
176;588;321
177;29;787
178;429;788
179;707;967
180;268;643
181;975;881
182;199;254
183;546;935
184;874;131
185;709;792
186;491;18
187;857;405
188;408;470
189;424;405
190;78;494
191;125;646
192;727;481
193;160;805
194;910;443
195;250;269
196;813;168
197;41;166
198;597;878
199;431;708
200;759;851
201;729;273
202;961;319
203;476;723
204;62;178
205;267;592
206;264;676
207;613;380
208;77;675
209;678;168
210;27;120
211;963;771
212;770;31
213;845;766
214;141;12
215;19;828
216;914;108
217;243;791
218;680;496
219;370;12
220;545;962
221;393;384
222;986;892
223;818;614
224;847;403
225;859;906
226;629;3
227;240;668
228;439;954
229;623;848
230;95;755
231;138;127
232;56;238
233;625;672
234;489;527
235;920;484
236;511;448
237;714;11
238;201;241
239;998;268
240;806;57
241;177;395
242;308;400
243;935;190
244;579;38
245;332;708
246;57;758
247;663;115
248;261;710
249;580;608
250;41;328
251;695;667
252;552;789
253;547;366
254;30;804
255;156;724
256;86;425
257;182;950
258;552;627
259;327;209
260;206;696
261;981;202
262;33;285
263;874;388
264;341;582
265;140;462
266;357;926
267;52;317
268;969;708
269;677;386
270;842;914
271;289;786
272;526;381
273;42;190
274;610;283
275;247;960
276;856;428
277;52;102
278;916;812
279;740;888
280;854;668
281;49;416
282;956;592
283;393;757
284;696;416
285;807;880
286;263;932
287;292;274
288;588;106
289;290;179
290;548;145
291;279;913
292;184;321
293;915;91
294;450;908
295;653;205
296;232;639
297;385;853
298;731;79
299;351;351
300;134;459
301;518;869
302;992;54
303;256;797
304;485;760
305;298;219
306;177;680
307;110;565
308;300;325
309;193;577
310;252;715
311;335;54
312;36;537
313;905;8
314;156;729
315;693;469
316;259;605
317;588;143
318;483;154
319;767;705
320;419;825
321;666;56
322;256;435
323;295;785
324;8;896
325;570;926
326;873;730
327;355;761
328;964;229
329;113;203
330;868;220
331;812;643
332;73;365
333;925;664
334;911;997
335;833;192
336;868;256
337;502;515
338;288;693
339;516;752
340;180;370
341;301;538
342;514;563
343;981;247
344;745;483
345;420;70
346;616;451
347;527;495
348;491;677
349;342;173
350;857;710
351;274;988
352;626;429
353;798;310
354;430;991
355;966;10
356;215;856
357;491;753
358;92;201
359;705;886
360;248;12
361;781;167
362;437;28
363;818;606
364;856;221
365;973;59
366;137;946
367;862;139
368;353;191
369;680;381
370;107;924
371;377;993
372;151;323
373;648;982
374;870;873
375;903;947
376;159;95
377;394;675
378;87;890
379;503;589
380;977;80
381;81;220
382;286;744
383;720;167
384;586;757
385;243;603
386;336;597
387;260;850
388;562;433
389;453;617
390;266;500
391;938;114
392;437;305
393;907;922
394;472;951
395;844;12
396;249;239
397;938;185
398;538;720
399;242;997
400;637;433
401;696;136
402;520;987
403;667;290
404;655;684
405;541;312
406;1000;72
407;866;306
408;667;105
409;301;822
410;295;21
411;693;91
412;404;860
413;711;48
414;245;161
415;867;140
416;691;229
417;882;534
418;409;387
419;591;111
420;379;446
421;429;37
422;693;382
423;486;623
424;70;286
425;90;65
426;413;609
427;783;844
428;691;403
429;246;933
430;68;154
431;13;431
432;271;482
433;980;638
434;350;868
435;745;306
436;933;871
437;634;355
438;74;859
439;466;787
440;499;414
441;538;527
442;294;478
443;247;169
444;809;773
445;974;706
446;975;540
447;507;488
448;957;794
449;518;887
450;238;32
451;528;570
452;208;936
453;802;919
454;723;114
455;854;480
456;63;504
457;119;832
458;477;176
459;613;754
460;108;331
461;653;784
462;558;207
463;126;754
464;814;837
465;664;994
466;308;35
467;360;470
468;538;596
469;844;452
470;256;31
471;566;613
472;335;47
473;306;186
474;753;224
475;643;107
476;651;909
477;554;539
478;503;645
479;205;376
480;136;656
481;65;28
482;686;608
483;120;590
484;353;429
485;635;392
486;625;887
487;694;314
488;474;32
489;508;199
490;664;162
491;678;641
492;161;98
493;33;368
494;451;57
495;75;816
496;732;357
497;371;167
498;95;289
499;682;346
500;193;444
