1;1;8
2;2;1
3;3;1
4;2;9
5;2;4
6;4;3
7;3;5
8;6;3
9;4;10
10;7;5
11;5;10
12;6;13
13;12;7
14;7;11
15;9;8
16;8;19
17;10;9
18;9;18
19;11;10
20;11;17
21;11;14
22;12;15
23;16;12
24;13;12
25;13;16
26;14;17
27;14;22
28;15;14
29;16;15
30;15;23
31;17;18
32;17;21
33;18;20
34;20;19
35;19;26
36;26;20
37;21;20
38;22;21
39;23;22
40;22;24
41;23;24
42;24;25
43;25;26
44;35;180
45;172;151
46;191;86
47;77;148
48;94;91
49;87;11
50;141;180
51;90;21
52;114;183
53;167;158
54;195;118
55;88;171
56;39;44
57;139;134
58;174;38
59;12;166
60;177;130
61;130;141
62;30;151
63;194;102
64;123;18
65;104;25
66;196;12
67;194;163
68;8;69
69;86;50
70;187;129
71;46;194
72;10;162
73;131;90
74;30;9
75;168;96
76;18;9
77;156;189
78;39;24
79;98;50
80;157;107
81;179;183
82;77;193
83;118;188
84;192;127
85;55;187
86;155;90
87;2;151
88;75;51
89;182;53
90;15;172
91;146;156
92;121;170
93;184;107
94;135;194
95;52;151
96;199;61
97;200;83
98;13;138
99;163;144
100;65;184
